Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_4721_0_1	5940	PLDB	3.00E-49	PSME4 PA200	proteasome activator subunit 4	Homo sapiens
dd_Smed_v6_482_0_1	3163	PLDB	0	VCP ALS14 HEL-220 HEL-S-70 IBMPFD IBMPFD1 TERA p97	valosin containing protein	Homo sapiens
dd_Smed_v6_4869_0_1	1431	PLDB	4.00E-08	USP47 TRFP	ubiquitin specific peptidase 47	Homo sapiens
dd_Smed_v6_4885_0_1	1785	PLDB	3.00E-22	EEPD1 HSPC107	endonuclease/exonuclease/phosphatase family domain containing 1	Homo sapiens
dd_Smed_v6_4897_0_1	1645	PLDB	8.00E-167	RBBP5 RBQ3 SWD1	retinoblastoma binding protein 5	Homo sapiens
dd_Smed_v6_489_0_1	6501	PLDB	2.00E-89	TAOK2 MAP3K17 PSK PSK1 PSK1-BETA TAO1 TAO2	TAO kinase 2	Homo sapiens
dd_Smed_v6_494_0_1	758	PLDB	5.00E-13	MIEN1 C17orf37 C35 ORB3 RDX12 XTP4	migration and invasion enhancer 1	Homo sapiens
dd_Smed_v6_4952_0_1	3830	PLDB	0	DDB1 DDBA UV-DDB1 XAP1 XPCE XPE XPE-BF	damage specific DNA binding protein 1	Homo sapiens
dd_Smed_v6_4961_0_1	1887	PLDB	3.00E-159	MRE11A ATLD HNGS1 MRE11 MRE11B	"MRE11 homolog A, double strand break repair nuclease"	Homo sapiens
dd_Smed_v6_4978_0_1	1016	PLDB	1.00E-93	CCNC CycC	cyclin C	Homo sapiens
dd_Smed_v6_4979_0_1	810	PLDB	8.00E-20	MRPS11 HCC-2	mitochondrial ribosomal protein S11	Homo sapiens
dd_Smed_v6_4986_0_1	904	PLDB	2.00E-63	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_4989_0_1	1555	PLDB	0	COPS2 ALIEN CSN2 SGN2 TRIP15	COP9 signalosome subunit 2	Homo sapiens
dd_Smed_v6_5028_0_1	2736	PLDB	2.00E-125	PIK3C3 VPS34 hVps34	"phosphatidylinositol 3-kinase, catalytic subunit type 3"	Homo sapiens
dd_Smed_v6_5051_0_1	2100	PLDB	5.00E-37	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_50968_0_1	1244	PLDB	2.00E-99	POLK DINB1 DINP POLQ	polymerase (DNA) kappa	Homo sapiens
dd_Smed_v6_5185_0_1	4271	PLDB	0	UPF1 HUPF1 NORF1 RENT1 pNORF1 smg-2	"UPF1, RNA helicase and ATPase"	Homo sapiens
dd_Smed_v6_5219_0_1	1427	PLDB	4.00E-79	KIN BTCD KIN17 Rts2	Kin17 DNA and RNA binding protein	Homo sapiens
dd_Smed_v6_52385_0_1	306	PLDB	2.00E-06	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_52996_0_1	964	PLDB	2.00E-111	PSMD7 MOV34 P40 Rpn8 S12	"proteasome 26S subunit, non-ATPase 7"	Homo sapiens
dd_Smed_v6_5323_0_1	1721	PLDB	4.00E-20	RASSF1 123F2 NORE2A RASSF1A RDA32 REH3P21	Ras association domain family member 1	Homo sapiens
dd_Smed_v6_5397_0_1	3479	PLDB	2.00E-89	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5397_0_2	3414	PLDB	2.00E-99	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5397_0_4	3345	PLDB	6.00E-104	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5428_0_1	4879	PLDB	4.00E-21	BAZ1B WBSCR10 WBSCR9 WSTF	bromodomain adjacent to zinc finger domain 1B	Homo sapiens
dd_Smed_v6_5504_0_1	2562	PLDB	1.00E-120	RFC5 RFC36	replication factor C subunit 5	Homo sapiens
dd_Smed_v6_5543_0_1	1602	PLDB	4.00E-94	CHAF1B CAF-1 CAF-IP60 CAF1 CAF1A CAF1P60 MPHOSPH7 MPP7	chromatin assembly factor 1 subunit B	Homo sapiens
dd_Smed_v6_5563_0_1	2168	PLDB	2.00E-11	TP63 AIS B(p51A) B(p51B) EEC3 KET LMS NBP OFC8 RHS SHFM4 TP53CP TP53L TP73L p40 p51 p53CP p63 p73H p73L	tumor protein p63	Homo sapiens
dd_Smed_v6_5637_0_1	514	PLDB	2.00E-27	NABP1 OBFC2A SOSS-B2 SSB2	nucleic acid binding protein 1	Homo sapiens
dd_Smed_v6_5658_0_1	1767	PLDB	9.00E-146	RPS6KB1 PS6K S6K S6K-beta-1 S6K1 STK14A p70 S6KA p70(S6K)-alpha p70-S6K p70-alpha	ribosomal protein S6 kinase B1	Homo sapiens
dd_Smed_v6_5677_0_1	1210	PLDB	4.00E-39	SETD8 KMT5A PR-Set7 SET07 SET8	SET domain containing (lysine methyltransferase) 8	Homo sapiens
dd_Smed_v6_5688_0_1	932	PLDB	1.00E-71	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_57036_0_1	239	PLDB	9.00E-13	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_5770_0_1	2848	PLDB	0	CUL1	cullin 1	Homo sapiens
dd_Smed_v6_5785_0_1	2293	PLDB	0	PTPN11 BPTP3 CFC NS1 PTP-1D PTP2C SH-PTP2 SH-PTP3 SHP2	"protein tyrosine phosphatase, non-receptor type 11"	Homo sapiens
dd_Smed_v6_57865_0_1	314	PLDB	7.00E-13	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_578_0_1	1369	PLDB	8.00E-98	RHOA ARH12 ARHA RHO12 RHOH12	ras homolog family member A	Homo sapiens
dd_Smed_v6_5846_0_1	967	PLDB	5.00E-51	OTUB1 OTB1 OTU1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"	Homo sapiens
dd_Smed_v6_5862_0_1	958	PLDB	8.00E-28	RRM2B MTDPS8A MTDPS8B P53R2	ribonucleotide reductase M2 B (TP53 inducible)	Homo sapiens
dd_Smed_v6_5865_0_1	4231	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5889_0_1	1011	PLDB	5.00E-18	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_5890_0_1	1455	PLDB	1.00E-26	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_2	1443	PLDB	2.00E-26	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_3	1404	PLDB	3.00E-30	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_4	1392	PLDB	3.00E-30	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5922_0_1	741	PLDB	1.00E-54	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_5924_0_1	1815	PLDB	0	MAPK10 JNK3 JNK3A PRKM10 SAPK1b p493F12 p54bSAPK	mitogen-activated protein kinase 10	Homo sapiens
dd_Smed_v6_594_0_1	2270	PLDB	1.00E-156	DDX5 G17P1 HLR1 HUMP68 p68	DEAD-box helicase 5	Homo sapiens
dd_Smed_v6_6042_0_1	1261	PLDB	8.00E-163	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	mitogen-activated protein kinase 3	Homo sapiens
dd_Smed_v6_6071_0_1	2676	PLDB	7.00E-156	PI4KB NPIK PI4K-BETA PI4K92 PI4KBETA PI4KIIIBETA PIK4CB	"phosphatidylinositol 4-kinase, catalytic, beta"	Homo sapiens
dd_Smed_v6_610_0_1	1653	PLDB	9.00E-108	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_6154_0_1	2523	PLDB	1.00E-131	PARP2 ADPRT2 ADPRTL2 ADPRTL3 ARTD2 PARP-2 pADPRT-2	poly(ADP-ribose) polymerase 2	Homo sapiens
dd_Smed_v6_6159_0_1	1682	PLDB	2.00E-13	UVRAG DHTX VPS38 p63	UV radiation resistance associated	Homo sapiens
dd_Smed_v6_6226_0_1	1533	PLDB	1.00E-136	SIAH1 SIAH1A	siah E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_6312_0_1	491	PLDB	4.00E-09	APITD1 CENP-S CENPS FAAP16 MHF1	"apoptosis-inducing, TAF9-like domain 1"	Homo sapiens
dd_Smed_v6_6321_0_1	1751	PLDB	2.00E-57	SPATA18 Mieap SPETEX1	spermatogenesis associated 18	Homo sapiens
dd_Smed_v6_6402_0_1	2578	PLDB	0	CAPN7 CALPAIN7 PALBH	calpain 7	Homo sapiens
dd_Smed_v6_6411_0_1	717	PLDB	8.00E-60	POLR2G RPB19 RPB7 hRPB19 hsRPB7	polymerase (RNA) II subunit G	Homo sapiens
dd_Smed_v6_6418_0_1	3237	PLDB	3.00E-16	UBC HMG20	ubiquitin C	Homo sapiens
dd_Smed_v6_6426_0_1	5046	PLDB	0	REV3L POLZ REV3	"REV3 like, DNA directed polymerase zeta catalytic subunit"	Homo sapiens
dd_Smed_v6_6428_0_1	1775	PLDB	7.00E-57	FBXW7 AGO CDC4 FBW6 FBW7 FBX30 FBXO30 FBXW6 SEL-10 SEL10 hAgo hCdc4	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_6431_0_1	2278	PLDB	3.00E-163	TLK1 PKU-beta	tousled-like kinase 1	Homo sapiens
dd_Smed_v6_6447_0_1	2874	PLDB	7.00E-124	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_2	2324	PLDB	5.00E-151	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_3	771	PLDB	3.00E-12	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6460_0_1	1937	PLDB	8.00E-113	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Homo sapiens
dd_Smed_v6_6473_0_1	2585	PLDB	0	XAB2 HCNP HCRN NTC90 SYF1	XPA binding protein 2	Homo sapiens
dd_Smed_v6_6500_0_1	2835	PLDB	3.00E-50	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_2	2792	PLDB	3.00E-50	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_3	2779	PLDB	3.00E-58	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_4	2736	PLDB	3.00E-58	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_5	2292	PLDB	8.00E-51	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_6	2249	PLDB	8.00E-51	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_7	2236	PLDB	2.00E-80	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_8	2193	PLDB	6.00E-99	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6526_0_1	1757	PLDB	3.00E-122	SLC30A9 C4orf1 GAC63 HUEL ZNT9	solute carrier family 30 member 9	Homo sapiens
dd_Smed_v6_6534_0_1	1898	PLDB	1.00E-87	PELI2	pellino E3 ubiquitin protein ligase family member 2	Homo sapiens
dd_Smed_v6_6572_0_1	681	PLDB	4.00E-61	POLR2E RPABC1 RPB5 XAP4 hRPB25 hsRPB5	polymerase (RNA) II subunit E	Homo sapiens
dd_Smed_v6_6577_0_1	6702	PLDB	4.00E-67	DST BP240 BPA BPAG1 CATX-15 CATX15 D6S1101 DMH DT EBSB2 HSAN6 MACF2	dystonin	Homo sapiens
dd_Smed_v6_6579_0_1	1216	PLDB	3.00E-73	RPS6KB1 PS6K S6K S6K-beta-1 S6K1 STK14A p70 S6KA p70(S6K)-alpha p70-S6K p70-alpha	"ribosomal protein S6 kinase, 70kDa, polypeptide 1"	Homo sapiens
dd_Smed_v6_6620_0_1	1516	PLDB	1.00E-108	CHEK2 CDS1 CHK2 HuCds1 LFS2 PP1425 RAD53 hCds1	checkpoint kinase 2	Homo sapiens
dd_Smed_v6_6624_0_1	544	PLDB	7.00E-61	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_6631_0_1	3204	PLDB	4.00E-52	EPC1 Epl1	enhancer of polycomb homolog 1 (Drosophila)	Homo sapiens
dd_Smed_v6_672_0_1	656	PLDB	2.00E-47	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_6731_0_1	347	PLDB	3.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_6733_0_1	1211	PLDB	1.00E-109	RFC4 A1 RFC37	replication factor C subunit 4	Homo sapiens
dd_Smed_v6_6841_0_1	4710	PLDB	5.00E-136	USP32 NY-REN-60 USP10	ubiquitin specific peptidase 32	Homo sapiens
dd_Smed_v6_6841_0_2	4698	PLDB	1.00E-137	USP32 NY-REN-60 USP10	ubiquitin specific peptidase 32	Homo sapiens
dd_Smed_v6_6867_0_1	1700	PLDB	0	USP39 65K HSPC332 SAD1 SNRNP65	ubiquitin specific peptidase 39	Homo sapiens
dd_Smed_v6_6911_0_1	1486	PLDB	0	USP46	ubiquitin specific peptidase 46	Homo sapiens
dd_Smed_v6_6911_0_2	1452	PLDB	0	USP46	ubiquitin specific peptidase 46	Homo sapiens
dd_Smed_v6_70214_0_1	512	PLDB	1.00E-49	PSMD2 P97 RPN1 S2 TRAP2	"proteasome 26S subunit, non-ATPase 2"	Homo sapiens
dd_Smed_v6_7061_0_1	2917	PLDB	7.00E-09	MMS19 MET18 MMS19L hMMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_70951_0_1	227	PLDB	1.00E-11	MIEN1 C17orf37 C35 ORB3 RDX12 XTP4	migration and invasion enhancer 1	Homo sapiens
dd_Smed_v6_7164_0_1	1222	PLDB	3.00E-14	CASP2 CASP-2 ICH1 NEDD-2 NEDD2 PPP1R57	"caspase 2, apoptosis-related cysteine peptidase"	Homo sapiens
dd_Smed_v6_71714_0_1	337	PLDB	4.00E-09	PSMD8 HEL-S-91n HIP6 HYPF Nin1p Rpn12 S14 p31	"proteasome 26S subunit, non-ATPase 8"	Homo sapiens
dd_Smed_v6_7201_0_1	6960	PLDB	0	PI4KA PI4K-ALPHA PIK4CA pi4K230	"phosphatidylinositol 4-kinase, catalytic, alpha"	Homo sapiens
dd_Smed_v6_7201_0_2	6930	PLDB	0	PI4KA PI4K-ALPHA PIK4CA pi4K230	"phosphatidylinositol 4-kinase, catalytic, alpha"	Homo sapiens
dd_Smed_v6_7205_0_1	690	PLDB	3.00E-29	CIB2 DFNB48 KIP2 USH1J	calcium and integrin binding family member 2	Homo sapiens
dd_Smed_v6_73084_0_1	782	PLDB	1.00E-23	PSME3 HEL-S-283 Ki PA28-gamma PA28G PA28gamma REG-GAMMA	proteasome activator subunit 3	Homo sapiens
dd_Smed_v6_7318_0_1	2166	PLDB	8.00E-129	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_7318_0_2	2155	PLDB	7.00E-129	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_737_0_1	1577	PLDB	0	EIF4A3 DDX48 MUK34 NMP265 NUK34 RCPS eIF4AIII	eukaryotic translation initiation factor 4A3	Homo sapiens
dd_Smed_v6_7382_0_1	2183	PLDB	0	LIG1	"ligase I, DNA, ATP-dependent"	Homo sapiens
dd_Smed_v6_7412_0_1	2465	PLDB	2.00E-69	RINT1 RINT-1	RAD50 interactor 1	Homo sapiens
dd_Smed_v6_7431_0_1	3025	PLDB	1.00E-54	KDM1A AOF2 BHC110 KDM1 LSD1	lysine (K)-specific demethylase 1A	Homo sapiens
dd_Smed_v6_7441_0_1	1409	PLDB	8.00E-44	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_7535_0_1	2100	PLDB	2.00E-33	HSF1 HSTF1	heat shock transcription factor 1	Homo sapiens
dd_Smed_v6_7560_0_1	2336	PLDB	0	SMARCAD1 ADERM ETL1 HEL1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	Homo sapiens
dd_Smed_v6_7626_0_1	543	PLDB	7.00E-15	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_7658_0_1	11309	PLDB	2.00E-87	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7658_0_2	11297	PLDB	2.00E-87	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7677_0_1	1355	PLDB	8.00E-43	PSME3 HEL-S-283 Ki PA28-gamma PA28G PA28gamma REG-GAMMA	proteasome activator subunit 3	Homo sapiens
dd_Smed_v6_7721_0_1	944	PLDB	2.00E-45	ING4 my036 p29ING4	inhibitor of growth family member 4	Homo sapiens
dd_Smed_v6_7724_0_1	2057	PLDB	2.00E-145	HIPK2 PRO0593	homeodomain interacting protein kinase 2	Homo sapiens
dd_Smed_v6_7758_0_1	3087	PLDB	6.00E-150	IGHMBP2 CATF1 HCSA HMN6 SMARD1 SMUBP2 ZFAND7	immunoglobulin mu binding protein 2	Homo sapiens
dd_Smed_v6_77595_0_2	442	PLDB	2.00E-13	PSMA4 HC9 HsT17706 PSC9	proteasome subunit alpha 4	Homo sapiens
dd_Smed_v6_7837_0_1	1846	PLDB	6.00E-31	CCNB2 HsT17299	cyclin B2	Homo sapiens
dd_Smed_v6_78583_0_1	473	PLDB	3.00E-49	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_78856_0_1	203	PLDB	9.00E-11	H2AFX H2A.X H2A/X H2AX	H2A histone family member X	Homo sapiens
dd_Smed_v6_7971_0_1	477	PLDB	5.00E-54	PSMB2 HC7-I	proteasome subunit beta 2	Homo sapiens
dd_Smed_v6_7983_0_1	1370	PLDB	2.00E-06	PHAX RNUXA	phosphorylated adaptor for RNA export	Homo sapiens
dd_Smed_v6_8025_0_1	3154	PLDB	0	PIK3CA CLOVE CWS5 MCAP MCM MCMTC PI3K p110-alpha	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"	Homo sapiens
dd_Smed_v6_806_0_1	838	PLDB	2.00E-99	SEC11C SEC11L3 SPC21 SPCS4C	"SEC11 homolog C, signal peptidase complex subunit"	Homo sapiens
dd_Smed_v6_8104_0_1	2757	PLDB	2.00E-35	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_81270_0_1	314	PLDB	1.00E-29	RPLP0 L10E LP0 P0 PRLP0 RPP0	ribosomal protein lateral stalk subunit P0	Homo sapiens
dd_Smed_v6_8130_0_1	1777	PLDB	7.00E-10	CCNG1 CCNG	cyclin G1	Homo sapiens
dd_Smed_v6_8155_1_1	1169	PLDB	1.00E-07	XIAP API3 BIRC4 IAP-3 ILP1 MIHA XLP2 hIAP-3 hIAP3	X-linked inhibitor of apoptosis	Homo sapiens
dd_Smed_v6_8183_0_1	1349	PLDB	5.00E-160	CDK5 PSSALRE	cyclin-dependent kinase 5	Homo sapiens
dd_Smed_v6_8198_0_1	2428	PLDB	0	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_81_0_1	1435	PLDB	3.00E-128	CTSB APPS CPSB	cathepsin B	Homo sapiens
dd_Smed_v6_8206_0_1	1245	PLDB	2.00E-149	FEN1 FEN-1 MF1 RAD2	flap structure-specific endonuclease 1	Homo sapiens
dd_Smed_v6_8211_0_1	1498	PLDB	9.00E-101	FBXW7 AGO CDC4 FBW6 FBW7 FBX30 FBXO30 FBXW6 SEL-10 SEL10 hAgo hCdc4	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_82253_0_1	219	PLDB	7.00E-33	RPS3 S3	ribosomal protein S3	Homo sapiens
dd_Smed_v6_8236_0_1	1502	PLDB	3.00E-13	USP36 DUB1	ubiquitin specific peptidase 36	Homo sapiens
dd_Smed_v6_8251_0_1	1064	PLDB	1.00E-29	TIPRL TIP TIP41	TOR signaling pathway regulator	Homo sapiens
dd_Smed_v6_8254_0_1	1647	PLDB	1.00E-99	DYRK1A DYRK DYRK1 HP86 MNB MNBH MRD7	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	Homo sapiens
dd_Smed_v6_82616_0_1	415	PLDB	2.00E-60	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_8307_0_1	475	PLDB	6.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_8311_0_1	1705	PLDB	3.00E-108	TDP1	tyrosyl-DNA phosphodiesterase 1	Homo sapiens
dd_Smed_v6_8326_0_1	1494	PLDB	6.00E-39	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_8327_0_1	1696	PLDB	1.00E-13	PSMD5 S5B	"proteasome 26S subunit, non-ATPase 5"	Homo sapiens
dd_Smed_v6_84197_0_1	558	PLDB	9.00E-13	BCL2L1 BCL-XL/S BCL2L BCLX BCLXL BCLXS Bcl-X PPP1R52 bcl-xL bcl-xS	BCL2-like 1	Homo sapiens
dd_Smed_v6_8421_0_1	2204	PLDB	6.00E-64	XRCC5 KARP-1 KARP1 KU80 KUB2 Ku86 NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5	Homo sapiens
dd_Smed_v6_8439_0_1	672	PLDB	2.00E-59	RPS6KB2 KLS P70-beta P70-beta-1 P70-beta-2 S6K-beta2 S6K2 SRK STK14B p70(S6K)-beta p70S6Kb	ribosomal protein S6 kinase B2	Homo sapiens
dd_Smed_v6_8462_0_1	12532	PLDB	1.00E-98	PRKDC DNA-PKcs DNAPK DNPK1 HYRC HYRC1 XRCC7 p350	"protein kinase, DNA-activated, catalytic polypeptide"	Homo sapiens
dd_Smed_v6_8462_0_2	12500	PLDB	1.00E-98	PRKDC DNA-PKcs DNAPK DNPK1 HYRC HYRC1 XRCC7 p350	"protein kinase, DNA-activated, catalytic polypeptide"	Homo sapiens
dd_Smed_v6_85063_0_1	365	PLDB	2.00E-27	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8520_0_1	1429	PLDB	4.00E-103	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8549_0_1	2926	PLDB	3.00E-62	INTS7 C1orf73 INT7	integrator complex subunit 7	Homo sapiens
dd_Smed_v6_8570_0_1	3495	PLDB	5.00E-123	RECQL4 RECQ4	RecQ like helicase 4	Homo sapiens
dd_Smed_v6_8571_0_1	3440	PLDB	5.00E-171	ABL1 ABL JTK7 bcr/abl c-ABL c-ABL1 p150 v-abl	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_8582_0_1	478	PLDB	5.00E-19	MX1 IFI-78K IFI78 MX MxA	MX dynamin like GTPase 1	Homo sapiens
dd_Smed_v6_8594_0_1	780	PLDB	6.00E-40	PSMD10 dJ889N15.2 p28 p28(GANK)	"proteasome 26S subunit, non-ATPase 10"	Homo sapiens
dd_Smed_v6_859_0_1	1752	PLDB	0	CAT	catalase	Homo sapiens
dd_Smed_v6_8613_0_1	4046	PLDB	0	EP300 KAT3B RSTS2 p300	E1A binding protein p300	Homo sapiens
dd_Smed_v6_8614_0_1	1188	PLDB	1.00E-100	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens
dd_Smed_v6_8626_0_1	813	PLDB	2.00E-154	RAD51 BRCC5 HRAD51 HsRad51 HsT16930 MRMV2 RAD51A RECA	RAD51 recombinase	Homo sapiens
dd_Smed_v6_87008_0_1	509	PLDB	2.00E-93	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_8732_0_1	1087	PLDB	3.00E-162	RFC2 RFC40	replication factor C subunit 2	Homo sapiens
dd_Smed_v6_8753_0_1	944	PLDB	3.00E-24	CETN2 CALT CEN2	centrin 2	Homo sapiens
dd_Smed_v6_8754_0_1	5828	PLDB	0	ATR FCTCS FRP1 MEC1 SCKL SCKL1	ATR serine/threonine kinase	Homo sapiens
dd_Smed_v6_8759_0_1	8143	PLDB	2.00E-148	NIPBL CDLS CDLS1 IDN3 IDN3-B Scc2	Nipped-B homolog (Drosophila)	Homo sapiens
dd_Smed_v6_88035_0_1	481	PLDB	4.00E-40	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_89130_0_1	373	PLDB	2.00E-43	PSMC3 TBP1	"proteasome 26S subunit, ATPase 3"	Homo sapiens
dd_Smed_v6_89277_0_1	386	PLDB	4.00E-52	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_894_0_1	876	PLDB	1.00E-40	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_9038_0_1	1736	PLDB	2.00E-18	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_90952_0_1	393	PLDB	3.00E-62	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_9098_0_1	2018	PLDB	2.00E-93	NEK11	NIMA related kinase 11	Homo sapiens
dd_Smed_v6_9125_0_1	1491	PLDB	8.00E-103	PI4K2B PI4KIIB PIK42B	phosphatidylinositol 4-kinase type 2 beta	Homo sapiens
